"ID","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BusinessTravel","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","WorkLifeBalance","Department.Human Resources","Department.Research & Development","Department.Sales","EducationField.Human Resources","EducationField.Life Sciences","EducationField.Marketing","EducationField.Medical","EducationField.Other","EducationField.Technical Degree","Gender.Female","Gender.Male","JobRole.Healthcare Representative","JobRole.Human Resources","JobRole.Laboratory Technician","JobRole.Manager","JobRole.Manufacturing Director","JobRole.Research Director","JobRole.Research Scientist","JobRole.Sales Executive","JobRole.Sales Representative","MaritalStatus.Divorced","MaritalStatus.Married","MaritalStatus.Single","OverTime.No","OverTime.Yes"
1315,28,1,6674,0,11,10,6,9,8,7,5,0,3,3,1,2,4,3,1,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1794,37,8,4071,2,13,19,4,10,0,4,7,1,2,3,3,2,2,3,3,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1949,36,9,2810,1,22,5,3,5,4,0,2,0,4,1,4,1,2,4,2,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
604,31,2,6582,4,13,10,2,6,5,0,5,1,1,2,3,2,4,3,3,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1886,35,16,4788,0,11,4,2,3,2,0,2,1,2,4,2,2,2,3,4,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
514,30,4,2285,9,23,3,4,1,0,0,0,2,3,3,3,1,4,4,3,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
717,34,9,8621,1,14,9,3,8,7,7,7,1,3,4,2,3,2,3,2,0,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
79,38,29,2406,1,11,10,2,10,3,9,9,2,5,4,3,2,4,3,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,38,2,3944,5,11,6,3,3,2,1,2,1,3,4,3,1,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1435,36,4,5810,1,16,10,2,10,4,1,8,1,4,1,2,2,4,3,3,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1684,23,8,3989,1,11,5,2,5,4,1,2,1,1,4,2,1,3,3,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2064,27,4,6142,1,20,6,0,6,2,0,3,1,3,2,4,2,2,4,2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
577,35,22,4230,0,15,6,2,5,4,4,3,1,3,4,1,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1940,38,9,4771,2,19,10,0,5,2,0,3,1,2,2,3,1,4,3,4,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
727,32,3,11159,3,15,10,6,7,7,7,7,1,2,3,3,3,4,3,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
758,23,9,2500,1,14,5,2,4,3,0,2,1,1,2,3,1,1,3,4,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
859,32,13,4403,2,11,8,3,5,2,0,3,1,4,2,3,2,4,3,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1096,55,2,10976,3,18,23,4,3,2,1,2,2,1,4,3,3,2,3,2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
575,46,2,17861,6,13,26,2,3,2,0,1,1,3,1,3,4,3,3,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
573,60,28,10266,4,19,22,5,18,13,13,11,2,3,3,2,3,1,3,4,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1752,29,9,2760,1,13,2,3,2,2,2,2,1,3,2,1,1,2,3,3,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
887,49,1,3580,2,16,7,2,4,2,0,2,1,3,3,3,1,1,3,2,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1167,42,12,13758,0,12,22,2,21,9,13,14,2,3,3,3,4,1,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
314,35,1,8789,1,14,10,3,10,7,0,8,2,3,3,3,3,3,3,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
474,37,6,5974,4,13,13,2,7,7,6,7,1,3,3,4,2,1,3,1,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1689,53,24,7005,3,15,11,2,4,3,1,2,1,4,2,4,3,4,3,3,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1640,37,10,3936,1,11,8,2,8,4,7,7,1,3,2,3,1,2,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1539,50,22,14411,1,13,32,2,32,6,13,9,2,5,3,1,4,4,3,4,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
126,54,2,13549,9,12,16,5,4,3,0,3,1,4,1,3,3,3,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
644,50,3,18200,1,11,32,2,32,5,10,7,2,3,1,3,5,2,3,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1363,48,4,7898,1,11,11,2,10,9,0,8,1,3,4,3,3,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
690,29,3,5561,1,14,6,5,6,0,1,2,1,2,2,3,2,3,3,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1352,51,5,14026,1,11,33,2,33,9,0,10,1,3,3,3,4,2,3,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1939,32,5,2432,3,14,8,2,4,1,0,3,2,2,1,4,1,3,3,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
927,41,2,2778,4,13,10,1,7,7,1,0,1,4,2,1,1,4,3,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
303,54,3,5940,2,14,16,4,6,2,0,5,1,3,4,3,2,1,3,4,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
643,24,17,2127,1,21,1,2,1,0,0,0,1,2,4,2,1,2,4,4,1,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1479,30,16,5301,8,15,4,2,2,1,2,2,1,1,4,3,2,3,3,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
369,25,5,4000,1,12,6,2,6,3,1,5,0,2,2,4,2,1,3,4,2,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
249,50,1,3690,2,15,5,2,3,2,0,2,1,3,3,2,1,3,3,4,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1234,32,13,2743,1,20,2,2,2,2,2,2,2,3,3,2,1,2,4,3,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1392,41,22,5467,3,14,12,4,6,2,3,3,2,3,4,3,2,4,3,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
195,32,9,4668,0,17,9,2,8,7,0,7,2,2,4,1,2,4,3,4,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1882,34,4,9713,2,13,9,3,5,3,1,0,1,3,3,3,3,4,3,4,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1580,34,1,5484,9,17,9,3,2,2,2,1,1,4,2,3,2,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1298,30,9,4695,7,18,10,3,8,4,1,7,0,2,3,3,2,3,3,3,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1061,50,2,19237,2,11,29,2,8,1,7,7,1,4,2,3,5,3,3,4,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
661,43,6,16627,4,14,21,3,1,0,0,0,1,4,2,2,4,4,3,3,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1581,26,3,2061,1,21,1,5,1,0,0,0,1,3,1,3,1,4,4,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
433,52,8,4941,2,15,11,3,8,2,7,7,1,4,3,2,2,2,3,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1288,44,4,19190,1,14,26,4,25,9,14,13,1,2,3,4,5,1,3,4,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
897,53,8,11836,5,14,28,3,2,0,2,2,1,3,1,3,4,4,3,3,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
226,50,11,19926,3,15,21,5,5,4,4,4,1,3,3,3,5,2,3,2,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1867,48,10,19665,4,12,29,3,22,10,12,9,1,3,4,2,5,2,3,4,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
338,33,5,2911,1,13,2,2,2,2,0,2,1,4,3,2,1,4,3,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
813,52,11,3149,8,20,9,3,5,2,1,4,1,4,4,3,2,3,4,2,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
38,46,2,18947,3,12,22,2,2,2,2,1,1,4,2,3,5,1,3,4,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1615,34,10,4724,1,13,9,3,9,7,7,2,2,4,3,4,2,4,3,1,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1101,33,29,4508,1,22,14,4,13,7,3,8,2,4,1,2,2,3,4,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1296,28,2,3867,1,12,2,2,2,2,2,2,2,3,4,2,1,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1085,41,7,3376,1,13,10,3,10,6,0,8,1,2,2,4,1,3,3,3,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1849,43,2,5675,1,20,7,5,7,7,7,7,2,4,1,3,2,4,4,3,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1564,35,1,2450,1,19,3,3,3,0,1,2,1,3,4,2,1,1,3,2,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1324,31,2,9852,1,19,10,5,10,8,9,6,0,4,4,3,3,3,3,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1675,38,2,2440,1,22,4,3,4,3,3,3,2,3,4,2,1,2,4,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
969,33,1,6949,0,14,6,3,5,0,1,4,1,3,2,2,2,4,3,1,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1496,44,2,10209,5,18,16,2,2,2,2,2,2,1,2,3,3,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
26,24,11,4011,0,18,5,5,4,2,1,3,0,2,1,4,2,3,3,4,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
248,41,20,3140,1,22,4,5,4,3,0,2,1,2,2,3,1,2,4,4,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1349,41,1,4103,0,17,10,2,9,3,1,7,2,3,3,3,2,1,3,4,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
746,47,3,13770,9,12,28,2,22,2,11,13,2,3,4,3,4,3,3,4,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1285,34,19,4444,4,13,15,2,11,8,5,10,2,3,3,3,2,2,3,3,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
894,42,3,5231,2,13,17,1,5,3,1,3,1,3,3,4,2,4,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
380,37,1,13603,2,18,15,2,5,2,0,2,0,4,1,3,3,4,3,1,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2025,36,4,5131,7,13,18,3,4,2,0,2,2,2,4,3,2,2,3,2,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1971,43,11,7510,1,17,10,1,10,9,0,9,1,3,1,3,3,3,3,2,1,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1220,33,25,4539,1,12,10,3,10,7,0,1,2,3,2,3,2,3,3,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1761,31,16,8161,2,13,10,2,1,0,0,0,1,4,1,3,3,3,3,1,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1974,31,2,1129,1,11,1,4,1,0,0,0,1,1,4,1,1,4,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1372,55,13,13695,6,17,24,2,19,7,3,8,1,4,1,4,4,3,3,3,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2010,32,29,2837,1,13,6,3,6,2,4,1,1,4,3,2,1,2,3,3,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
133,37,6,2073,4,22,7,3,3,2,0,2,1,4,3,3,1,1,4,4,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
184,30,9,6347,0,19,12,2,11,9,4,7,1,3,3,3,2,4,3,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1495,24,13,2033,1,13,1,2,1,0,0,0,0,2,4,3,1,2,3,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
792,26,1,4364,3,14,5,2,2,2,2,0,2,2,1,1,1,4,3,1,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
31,34,6,2960,2,11,8,2,4,2,1,3,1,1,2,3,1,1,3,3,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1735,23,4,3295,1,13,3,3,3,2,1,2,1,1,3,3,1,2,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
677,33,8,7104,0,12,6,3,5,0,1,2,1,4,3,3,2,3,3,4,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
216,34,2,2231,6,18,6,3,4,3,1,2,2,4,3,3,1,3,3,4,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1786,51,3,13116,2,11,15,2,2,2,2,2,1,3,1,3,3,3,3,4,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
10,59,3,2670,4,20,12,3,1,0,0,0,1,3,3,4,1,1,4,1,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1430,31,8,16422,3,11,9,3,3,2,1,0,1,5,1,3,4,2,3,3,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
618,26,29,4306,5,12,8,5,0,0,0,0,1,2,1,3,2,3,3,1,2,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1739,32,19,9610,3,13,10,2,4,3,0,2,1,3,4,1,3,3,3,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1619,27,19,4066,1,11,7,3,7,7,0,7,1,3,4,2,1,1,3,1,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1180,40,26,4422,3,13,16,3,1,1,0,0,2,2,3,2,2,4,3,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1080,46,8,4615,8,23,19,2,16,13,1,7,1,4,4,2,2,1,4,1,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
32,53,5,19094,4,11,26,3,14,13,4,8,1,3,3,3,5,3,3,4,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1014,35,25,10388,1,11,16,3,16,10,10,1,1,4,3,3,3,3,3,3,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2035,34,28,6712,1,21,8,2,8,7,1,7,1,3,4,2,2,3,4,4,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1322,39,18,4534,0,11,9,6,8,7,1,7,1,2,1,3,2,3,3,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
90,36,9,3388,0,17,2,0,1,0,0,0,1,3,4,2,1,3,3,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1650,29,10,5869,9,11,8,2,5,2,1,4,1,3,3,2,2,3,3,3,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
178,36,6,4941,6,20,7,0,3,2,0,1,1,2,2,3,2,2,4,4,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
933,27,4,2318,1,19,1,2,1,1,0,0,1,3,2,3,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1596,35,28,3407,1,17,10,3,10,9,6,8,1,3,2,4,2,3,3,4,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1224,30,7,3491,1,13,10,4,10,7,8,9,1,4,3,3,2,3,3,1,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1277,45,2,18824,2,16,26,2,24,10,1,11,1,3,1,1,5,2,3,1,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1175,28,12,2515,1,11,1,4,1,1,0,0,1,1,3,3,1,4,3,4,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
579,34,2,2768,3,12,14,3,7,3,5,7,1,4,4,2,1,3,3,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2046,45,20,4850,8,15,8,3,5,3,0,1,1,3,4,3,2,3,3,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
145,51,1,7484,3,20,23,1,13,12,12,8,2,4,1,2,3,1,4,3,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1821,46,21,8926,4,22,13,2,9,7,3,7,1,2,4,3,2,2,4,4,1,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1547,42,2,10124,2,14,24,3,20,8,13,9,2,3,4,3,3,4,3,3,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
587,31,20,9824,3,12,12,2,1,0,0,0,2,3,1,3,3,3,3,1,0,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1228,46,2,7379,2,11,12,3,6,3,1,4,1,4,4,3,2,4,3,3,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
253,40,4,19033,1,14,21,2,20,8,9,9,1,1,4,3,5,3,3,2,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
397,36,3,4485,4,12,10,2,8,0,7,7,1,3,3,3,2,2,3,4,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
569,50,29,17046,0,15,28,2,27,10,15,7,1,4,2,2,4,3,3,2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1482,30,7,1274,1,13,1,2,1,0,0,0,0,3,3,3,1,3,3,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1696,34,5,3986,1,14,15,3,15,10,4,13,1,2,2,2,2,4,3,3,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1980,54,10,4440,6,19,9,3,5,2,1,4,1,3,3,3,2,1,3,4,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
568,57,29,14118,3,12,32,3,1,0,0,0,1,3,1,2,4,4,3,3,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1681,33,16,5368,1,25,7,2,6,5,1,2,0,3,3,3,2,4,4,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1297,51,6,2838,0,14,8,6,7,0,7,7,2,2,2,2,1,3,3,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
227,41,14,2451,4,12,13,2,9,8,1,8,1,3,1,3,1,3,3,1,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1079,21,10,1416,1,13,1,6,1,0,1,0,1,3,3,2,1,1,3,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1656,50,17,13269,5,15,19,3,14,11,1,11,1,5,4,2,3,1,3,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
478,21,1,2174,1,11,3,3,3,2,1,2,2,1,1,2,1,2,3,3,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2009,33,15,4878,0,13,10,6,9,7,8,1,1,2,2,3,2,4,3,1,1,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1036,38,3,6861,8,12,19,1,1,0,0,0,1,4,2,3,2,4,3,3,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
372,45,20,13496,0,14,21,2,20,7,4,10,1,2,3,3,4,4,3,2,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1993,47,25,8633,2,23,25,3,17,14,12,11,1,3,1,3,3,3,4,2,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
264,45,2,16792,9,23,22,1,20,8,11,8,0,2,1,2,4,4,4,4,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2012,40,1,2406,8,19,8,3,1,0,0,0,1,4,1,3,1,4,3,3,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1678,41,23,7082,3,16,21,2,2,0,0,2,1,2,4,3,3,3,3,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1050,53,2,7525,2,12,30,2,15,7,6,12,2,3,3,2,3,2,3,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
815,50,2,17639,5,16,30,3,4,3,0,3,1,3,3,3,4,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
909,39,2,5204,8,11,13,2,5,4,0,4,1,3,4,2,2,4,3,3,2,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1729,30,16,2862,1,12,10,2,10,0,0,8,1,1,2,3,1,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1514,28,29,6549,1,14,8,2,8,6,1,7,1,1,3,1,2,2,3,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
